model,cohort,ckd_score_median,non_ckd_score_median,overlap_coefficient,hedges_g_ckd_minus_non,ckd_above_boundary_pct,non_ckd_above_boundary_pct,all_above_boundary_pct,roc_auc
classical_rbf_svm,UCI development (training diagnostic),1.5477918905262136,-1.1592540242344918,0.0,8.253537285269765,100.0,0.0,62.5,1.0
classical_rbf_svm,BD-KDD external,1.3466696057711522,1.3417026145060864,0.9044192121115198,-0.004229786466122935,98.61932938856016,99.58419958419958,99.08906882591093,0.5105651851213981
qsvc,UCI development (training diagnostic),1.0002535457791875,-1.214235254676857,0.01,9.343284957978048,99.0,0.0,61.875,1.0
qsvc,BD-KDD external,0.9218721675406786,0.9191301841843681,0.914920837997761,0.0968367524662,99.21104536489152,98.96049896049897,99.08906882591093,0.5253806378066733
