model,prevalence,repetition,accuracy,sensitivity,specificity,precision,f1,roc_auc,pr_auc,tn,fp,fn,tp
classical_rbf_svm,0.5,33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,36,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,200,0,0,200
classical_rbf_svm,0.5,37,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,200,0,0,200
classical_rbf_svm,0.5,38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,39,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,200,0,0,200
classical_rbf_svm,0.5,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,46,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,200,0,0,200
classical_rbf_svm,0.5,47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,60,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,200,0,0,200
classical_rbf_svm,0.5,61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,63,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,200,0,0,200
classical_rbf_svm,0.5,64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,65,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,200,0,0,200
classical_rbf_svm,0.5,66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,75,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,200,0,0,200
classical_rbf_svm,0.5,76,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,200,0,0,200
classical_rbf_svm,0.5,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,89,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,200,0,0,200
classical_rbf_svm,0.5,90,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
classical_rbf_svm,0.5,97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,0,200
