model,prevalence,repetition,accuracy,sensitivity,specificity,precision,f1,roc_auc,pr_auc,tn,fp,fn,tp
classical_rbf_svm,0.7,51,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,120,0,0,280
classical_rbf_svm,0.7,52,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,120,0,0,280
classical_rbf_svm,0.7,53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,55,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,120,0,0,280
classical_rbf_svm,0.7,56,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,120,0,0,280
classical_rbf_svm,0.7,57,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,120,0,0,280
classical_rbf_svm,0.7,58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,60,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,120,0,0,280
classical_rbf_svm,0.7,61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,63,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,120,0,0,280
classical_rbf_svm,0.7,64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,65,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,120,0,0,280
classical_rbf_svm,0.7,66,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,120,0,0,280
classical_rbf_svm,0.7,67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,68,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,120,0,0,280
classical_rbf_svm,0.7,69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,70,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,120,0,0,280
classical_rbf_svm,0.7,71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,74,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,120,0,0,280
classical_rbf_svm,0.7,75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,76,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,120,0,0,280
classical_rbf_svm,0.7,77,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,120,0,0,280
classical_rbf_svm,0.7,78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,85,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,120,0,0,280
classical_rbf_svm,0.7,86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,90,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,91,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,120,0,0,280
classical_rbf_svm,0.7,92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,0,280
classical_rbf_svm,0.7,98,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,120,0,0,280
classical_rbf_svm,0.7,99,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,120,0,0,280
qsvc,0.3,0,0.9825,0.975,0.9857142857142858,0.9669421487603306,0.970954356846473,0.9985416666666667,0.9970225363452476,276,4,3,117
qsvc,0.3,1,0.985,0.9833333333333333,0.9857142857142858,0.9672131147540983,0.9752066115702479,0.9986309523809523,0.9973676240899252,276,4,2,118
qsvc,0.3,2,0.97,0.9916666666666667,0.9607142857142857,0.9153846153846154,0.952,0.9980654761904763,0.9957994155669628,269,11,1,119
qsvc,0.3,3,0.9775,1.0,0.9678571428571429,0.9302325581395349,0.963855421686747,0.9999404761904761,0.999862258953168,271,9,0,120
qsvc,0.3,4,0.9675,0.9833333333333333,0.9607142857142857,0.9147286821705426,0.9477911646586346,0.9986011904761904,0.9973254213966287,269,11,2,118
qsvc,0.3,5,0.975,0.975,0.975,0.9435483870967742,0.9590163934426229,0.9989880952380952,0.9978452710121832,273,7,3,117
qsvc,0.3,6,0.99,1.0,0.9857142857142858,0.967741935483871,0.9836065573770492,0.9998809523809523,0.99972564693131,276,4,0,120
qsvc,0.3,7,0.9775,0.975,0.9785714285714285,0.9512195121951219,0.9629629629629629,0.998422619047619,0.9965537238018077,274,6,3,117
qsvc,0.3,8,0.99,1.0,0.9857142857142858,0.967741935483871,0.9836065573770492,1.0,0.9999999999999999,276,4,0,120
qsvc,0.3,9,0.9725,0.9666666666666667,0.975,0.943089430894309,0.9547325102880658,0.9979761904761905,0.9957405683028138,273,7,4,116
qsvc,0.3,10,0.9875,0.9916666666666667,0.9857142857142858,0.967479674796748,0.9794238683127572,0.9996726190476192,0.9992690727420912,276,4,1,119
qsvc,0.3,11,0.9825,0.9916666666666667,0.9785714285714285,0.952,0.9714285714285714,0.9986607142857143,0.9973932395226246,274,6,1,119
qsvc,0.3,12,0.97,0.975,0.9678571428571429,0.9285714285714286,0.9512195121951219,0.9982440476190476,0.9963712072961259,271,9,3,117
qsvc,0.3,13,0.98,1.0,0.9714285714285714,0.9375,0.967741935483871,0.9999107142857143,0.9997967479674796,272,8,0,120
qsvc,0.3,14,0.9825,0.9833333333333333,0.9821428571428571,0.959349593495935,0.9711934156378601,0.9995535714285715,0.9990162037037037,275,5,2,118
qsvc,0.3,15,0.9825,0.9833333333333333,0.9821428571428571,0.959349593495935,0.9711934156378601,0.999107142857143,0.9981522536779789,275,5,2,118
qsvc,0.3,16,0.985,0.9916666666666667,0.9821428571428571,0.9596774193548387,0.9754098360655737,0.9994345238095238,0.9988095139185617,275,5,1,119
qsvc,0.3,17,0.99,1.0,0.9857142857142858,0.967741935483871,0.9836065573770492,0.9998809523809523,0.9997311827956988,276,4,0,120
qsvc,0.3,18,0.99,0.9916666666666667,0.9892857142857143,0.9754098360655737,0.9834710743801653,0.999404761904762,0.9986844953464413,277,3,1,119
qsvc,0.3,19,0.955,0.9333333333333333,0.9642857142857143,0.9180327868852459,0.9256198347107438,0.9964285714285714,0.9925622671951496,270,10,8,112
qsvc,0.3,20,0.985,0.9916666666666667,0.9821428571428571,0.9596774193548387,0.9754098360655737,0.9995535714285715,0.9989970155947052,275,5,1,119
qsvc,0.3,21,0.9875,0.9916666666666667,0.9857142857142858,0.967479674796748,0.9794238683127572,0.9993452380952381,0.9986029218850072,276,4,1,119
qsvc,0.3,22,0.9925,0.9916666666666667,0.9928571428571429,0.9834710743801653,0.9875518672199171,0.9998214285714285,0.9995889789094432,278,2,1,119
qsvc,0.3,23,0.98,0.9916666666666667,0.975,0.9444444444444444,0.967479674796748,0.999702380952381,0.9993305884901226,273,7,1,119
qsvc,0.3,24,0.99,0.9916666666666667,0.9892857142857143,0.9754098360655737,0.9834710743801653,0.9998214285714285,0.9996031746031745,277,3,1,119
qsvc,0.3,25,0.985,0.9833333333333333,0.9857142857142858,0.9672131147540983,0.9752066115702479,0.9996726190476191,0.9992606171500856,276,4,2,118
qsvc,0.3,26,0.98,0.9916666666666667,0.975,0.9444444444444444,0.967479674796748,0.9994940476190477,0.998873320897147,273,7,1,119
qsvc,0.3,27,0.98,0.9916666666666667,0.975,0.9444444444444444,0.967479674796748,0.9994047619047619,0.9986729010650796,273,7,1,119
qsvc,0.3,28,0.9875,0.9833333333333333,0.9892857142857143,0.9752066115702479,0.979253112033195,0.9996726190476191,0.999269679704671,277,3,2,118
qsvc,0.3,29,0.9775,0.9916666666666667,0.9714285714285714,0.937007874015748,0.9635627530364372,0.9992261904761904,0.9982790999689481,272,8,1,119
qsvc,0.3,30,0.9875,0.9833333333333333,0.9892857142857143,0.9752066115702479,0.979253112033195,0.9996428571428572,0.9992031746031744,277,3,2,118
qsvc,0.3,31,0.9775,0.9666666666666667,0.9821428571428571,0.9586776859504132,0.9626556016597511,0.9986904761904762,0.9970522431491073,275,5,4,116
qsvc,0.3,32,0.98,0.975,0.9821428571428571,0.9590163934426229,0.9669421487603306,0.999077380952381,0.9980133630513137,275,5,3,117
qsvc,0.3,33,0.965,0.9666666666666667,0.9642857142857143,0.9206349206349206,0.943089430894309,0.9964583333333333,0.9930267498538664,270,10,4,116
qsvc,0.3,34,0.975,0.9666666666666667,0.9785714285714285,0.9508196721311475,0.9586776859504132,0.9980357142857142,0.9962211488378419,274,6,4,116
qsvc,0.3,35,0.98,1.0,0.9714285714285714,0.9375,0.967741935483871,0.999672619047619,0.999269679704671,272,8,0,120
qsvc,0.3,36,0.99,0.9833333333333333,0.9928571428571429,0.9833333333333333,0.9833333333333333,0.9997619047619049,0.9994601800856716,278,2,2,118
qsvc,0.3,37,0.9775,0.9916666666666667,0.9714285714285714,0.937007874015748,0.9635627530364372,0.9992857142857142,0.9984356157668188,272,8,1,119
qsvc,0.3,38,0.98,0.9916666666666667,0.975,0.9444444444444444,0.967479674796748,0.9992857142857143,0.9984105227085842,273,7,1,119
qsvc,0.3,39,0.98,0.975,0.9821428571428571,0.9590163934426229,0.9669421487603306,0.998779761904762,0.997341573505195,275,5,3,117
qsvc,0.3,40,0.99,0.9833333333333333,0.9928571428571429,0.9833333333333333,0.9833333333333333,0.9996726190476191,0.9992593676814988,278,2,2,118
qsvc,0.3,41,0.9825,1.0,0.975,0.9448818897637795,0.97165991902834,0.9997916666666666,0.999540682414698,273,7,0,120
qsvc,0.3,42,0.9825,0.975,0.9857142857142858,0.9669421487603306,0.970954356846473,0.9987797619047619,0.9974421779033136,276,4,3,117
qsvc,0.3,43,0.99,1.0,0.9857142857142858,0.967741935483871,0.9836065573770492,0.9998809523809524,0.999731182795699,276,4,0,120
qsvc,0.3,44,0.9825,1.0,0.975,0.9448818897637795,0.97165991902834,0.9997619047619047,0.9994601800856716,273,7,0,120
qsvc,0.3,45,0.9825,0.9916666666666667,0.9785714285714285,0.952,0.9714285714285714,0.999642857142857,0.9992046609093216,274,6,1,119
qsvc,0.3,46,0.965,0.9833333333333333,0.9571428571428572,0.9076923076923077,0.944,0.9984226190476191,0.9966783969396512,268,12,2,118
qsvc,0.3,47,0.98,0.975,0.9821428571428571,0.9590163934426229,0.9669421487603306,0.9991071428571429,0.9980854716411687,275,5,3,117
qsvc,0.3,48,0.97,1.0,0.9571428571428572,0.9090909090909091,0.9523809523809523,1.0,0.9999999999999999,268,12,0,120
qsvc,0.3,49,0.985,0.9916666666666667,0.9821428571428571,0.9596774193548387,0.9754098360655737,0.9998214285714286,0.9995972222222221,275,5,1,119
qsvc,0.3,50,0.9775,1.0,0.9678571428571429,0.9302325581395349,0.963855421686747,0.9997321428571428,0.9994012099590491,271,9,0,120
qsvc,0.3,51,0.9775,1.0,0.9678571428571429,0.9302325581395349,0.963855421686747,1.0,1.0,271,9,0,120
qsvc,0.3,52,0.995,1.0,0.9928571428571429,0.9836065573770492,0.9917355371900827,0.9999404761904762,0.999863387978142,278,2,0,120
qsvc,0.3,53,0.9725,0.9916666666666667,0.9642857142857143,0.9224806201550387,0.9558232931726908,0.9992559523809523,0.9983929145888997,270,10,1,119
qsvc,0.3,54,0.9825,0.9833333333333333,0.9821428571428571,0.959349593495935,0.9711934156378601,0.9993452380952381,0.9985951262477978,275,5,2,118
qsvc,0.3,55,0.9675,0.975,0.9642857142857143,0.9212598425196851,0.9473684210526315,0.9981845238095237,0.9963930807696999,270,10,3,117
qsvc,0.3,56,0.9725,0.9916666666666667,0.9642857142857143,0.9224806201550387,0.9558232931726908,0.9990476190476191,0.9979703872046441,270,10,1,119
qsvc,0.3,57,0.98,0.9833333333333333,0.9785714285714285,0.9516129032258065,0.9672131147540983,0.9994642857142857,0.9988326671511628,274,6,2,118
qsvc,0.3,58,0.9725,0.975,0.9714285714285714,0.936,0.9551020408163265,0.9983928571428572,0.996698461442954,272,8,3,117
qsvc,0.3,59,0.9725,0.9666666666666667,0.975,0.943089430894309,0.9547325102880658,0.9986607142857142,0.9970922386923935,273,7,4,116
qsvc,0.3,60,0.97,0.95,0.9785714285714285,0.95,0.95,0.9985416666666668,0.9967486619565608,274,6,6,114
qsvc,0.3,61,0.98,0.9833333333333333,0.9785714285714285,0.9516129032258065,0.9672131147540983,0.9991369047619048,0.9981989007724299,274,6,2,118
qsvc,0.3,62,0.975,0.9833333333333333,0.9714285714285714,0.9365079365079365,0.959349593495935,0.9993154761904762,0.9984939137636288,272,8,2,118
qsvc,0.3,63,0.9875,0.9833333333333333,0.9892857142857143,0.9752066115702479,0.979253112033195,0.9992857142857142,0.9984098414212048,277,3,2,118
qsvc,0.3,64,0.985,0.9916666666666667,0.9821428571428571,0.9596774193548387,0.9754098360655737,0.9996130952380952,0.9991262540240958,275,5,1,119
qsvc,0.3,65,0.98,0.9666666666666667,0.9857142857142858,0.9666666666666667,0.9666666666666667,0.9985119047619048,0.9968453029983598,276,4,4,116
qsvc,0.3,66,0.9925,1.0,0.9892857142857143,0.975609756097561,0.9876543209876543,1.0,0.9999999999999999,277,3,0,120
qsvc,0.3,67,0.9775,0.9916666666666667,0.9714285714285714,0.937007874015748,0.9635627530364372,0.9992559523809523,0.9983736443465797,272,8,1,119
qsvc,0.3,68,0.9925,0.9916666666666667,0.9928571428571429,0.9834710743801653,0.9875518672199171,0.9998214285714285,0.9995866540429041,278,2,1,119
qsvc,0.3,69,0.9875,0.9916666666666667,0.9857142857142858,0.967479674796748,0.9794238683127572,0.9998214285714286,0.9996031746031745,276,4,1,119
qsvc,0.3,70,0.98,0.9916666666666667,0.975,0.9444444444444444,0.967479674796748,0.9996726190476191,0.9992791321955138,273,7,1,119
qsvc,0.3,71,0.985,0.9916666666666667,0.9821428571428571,0.9596774193548387,0.9754098360655737,0.9996130952380952,0.9991607819972773,275,5,1,119
qsvc,0.3,72,0.985,0.9833333333333333,0.9857142857142858,0.9672131147540983,0.9752066115702479,0.9994940476190475,0.998884063964709,276,4,2,118
qsvc,0.3,73,0.9825,0.9833333333333333,0.9821428571428571,0.959349593495935,0.9711934156378601,0.9993452380952381,0.9985995261591478,275,5,2,118
qsvc,0.3,74,0.98,0.9833333333333333,0.9785714285714285,0.9516129032258065,0.9672131147540983,0.9986011904761906,0.997295290748875,274,6,2,118
qsvc,0.3,75,0.985,0.9916666666666667,0.9821428571428571,0.9596774193548387,0.9754098360655737,0.9994940476190476,0.9989659367396593,275,5,1,119
qsvc,0.3,76,0.9875,1.0,0.9821428571428571,0.96,0.9795918367346939,0.9994345238095238,0.9986986908102116,275,5,0,120
qsvc,0.3,77,0.9925,1.0,0.9892857142857143,0.975609756097561,0.9876543209876543,0.9998511904761905,0.9996556189201053,277,3,0,120
qsvc,0.3,78,0.99,0.9916666666666667,0.9892857142857143,0.9754098360655737,0.9834710743801653,0.999702380952381,0.9993213467301251,277,3,1,119
qsvc,0.3,79,0.985,0.9916666666666667,0.9821428571428571,0.9596774193548387,0.9754098360655737,0.9997023809523808,0.9993491602067183,275,5,1,119
qsvc,0.3,80,0.9675,0.9833333333333333,0.9607142857142857,0.9147286821705426,0.9477911646586346,0.9989285714285714,0.9977975086973886,269,11,2,118
qsvc,0.3,81,0.9775,0.9833333333333333,0.975,0.944,0.963265306122449,0.9985416666666667,0.9967914265372598,273,7,2,118
qsvc,0.3,82,0.9825,0.9583333333333334,0.9928571428571429,0.9829059829059829,0.9704641350210971,0.9993154761904761,0.9984413200743576,278,2,5,115
qsvc,0.3,83,0.98,0.9916666666666667,0.975,0.9444444444444444,0.967479674796748,0.999702380952381,0.9993589743589744,273,7,1,119
qsvc,0.3,84,0.97,0.9833333333333333,0.9642857142857143,0.921875,0.9516129032258065,0.9987202380952382,0.9972491872959786,270,10,2,118
qsvc,0.3,85,0.9775,0.9916666666666667,0.9714285714285714,0.937007874015748,0.9635627530364372,0.9995238095238095,0.998980545626361,272,8,1,119
qsvc,0.3,86,0.98,0.9916666666666667,0.975,0.9444444444444444,0.967479674796748,0.9997916666666666,0.9995406824146982,273,7,1,119
qsvc,0.3,87,0.98,1.0,0.9714285714285714,0.9375,0.967741935483871,0.9998214285714286,0.9996031746031746,272,8,0,120
qsvc,0.3,88,0.9875,0.9833333333333333,0.9892857142857143,0.9752066115702479,0.979253112033195,0.9993452380952381,0.9985492880439685,277,3,2,118
qsvc,0.3,89,0.9775,0.9916666666666667,0.9714285714285714,0.937007874015748,0.9635627530364372,0.9991071428571429,0.9981347489166134,272,8,1,119
qsvc,0.3,90,0.9775,0.9916666666666667,0.9714285714285714,0.937007874015748,0.9635627530364372,0.9994345238095238,0.9987497288098819,272,8,1,119
qsvc,0.3,91,0.9875,0.9916666666666667,0.9857142857142858,0.967479674796748,0.9794238683127572,0.9992857142857143,0.9985031518793447,276,4,1,119
qsvc,0.3,92,0.975,0.9666666666666667,0.9785714285714285,0.9508196721311475,0.9586776859504132,0.9985714285714284,0.9968115680580709,274,6,4,116
qsvc,0.3,93,0.975,0.975,0.975,0.9435483870967742,0.9590163934426229,0.9982440476190476,0.9964778825748198,273,7,3,117
qsvc,0.3,94,0.9775,0.9833333333333333,0.975,0.944,0.963265306122449,0.9988095238095238,0.9974213802171519,273,7,2,118
qsvc,0.3,95,0.975,0.9833333333333333,0.9714285714285714,0.9365079365079365,0.959349593495935,0.9991071428571429,0.9981535582983192,272,8,2,118
qsvc,0.3,96,0.975,0.95,0.9857142857142858,0.9661016949152542,0.957983193277311,0.997797619047619,0.9954953073462952,276,4,6,114
qsvc,0.3,97,0.9775,0.9833333333333333,0.975,0.944,0.963265306122449,0.9984226190476191,0.9968553780932662,273,7,2,118
qsvc,0.3,98,0.9875,0.9916666666666667,0.9857142857142858,0.967479674796748,0.9794238683127572,0.9996130952380952,0.999138135945435,276,4,1,119
qsvc,0.3,99,0.98,0.9833333333333333,0.9785714285714285,0.9516129032258065,0.9672131147540983,0.9992261904761904,0.9983049420964656,274,6,2,118
qsvc,0.5,0,0.98,0.975,0.985,0.9848484848484849,0.9798994974874372,0.998725,0.9988461045530915,197,3,5,195
qsvc,0.5,1,0.9775,0.975,0.98,0.9798994974874372,0.9774436090225563,0.9980000000000001,0.998113657620515,196,4,5,195
qsvc,0.5,2,0.9725,0.97,0.975,0.9748743718592965,0.9724310776942355,0.997475,0.9977151042988517,195,5,6,194
qsvc,0.5,3,0.9775,0.98,0.975,0.9751243781094527,0.9775561097256857,0.99895,0.9989802563497931,195,5,4,196
qsvc,0.5,4,0.985,0.99,0.98,0.9801980198019802,0.9850746268656716,0.999375,0.9994050763701707,196,4,2,198
qsvc,0.5,5,0.985,0.98,0.99,0.98989898989899,0.9849246231155779,0.99945,0.9994595241161739,198,2,4,196
qsvc,0.5,6,0.9825,0.975,0.99,0.9898477157360406,0.982367758186398,0.9994,0.9994050643910972,198,2,5,195
qsvc,0.5,7,0.9825,0.985,0.98,0.9800995024875622,0.9825436408977556,0.998875,0.9989388449204577,196,4,3,197
qsvc,0.5,8,0.985,0.99,0.98,0.9801980198019802,0.9850746268656716,0.9989,0.9989876926581609,196,4,2,198
qsvc,0.5,9,0.9825,0.975,0.99,0.9898477157360406,0.982367758186398,0.9994999999999999,0.9995047157748118,198,2,5,195
qsvc,0.5,10,0.9825,0.995,0.97,0.9707317073170731,0.9827160493827161,0.99975,0.9997546176882577,194,6,1,199
qsvc,0.5,11,0.9875,0.98,0.995,0.9949238578680203,0.9874055415617129,0.9993749999999999,0.9993966297676707,199,1,4,196
qsvc,0.5,12,0.985,0.98,0.99,0.98989898989899,0.9849246231155779,0.9994000000000001,0.9994190683529378,198,2,4,196
qsvc,0.5,13,0.985,0.98,0.99,0.98989898989899,0.9849246231155779,0.9991500000000001,0.9991884460914541,198,2,4,196
qsvc,0.5,14,0.985,0.985,0.985,0.985,0.985,0.99915,0.9991919669010909,197,3,3,197
qsvc,0.5,15,0.98,0.985,0.975,0.9752475247524752,0.9800995024875622,0.997925,0.9981832265375491,195,5,3,197
qsvc,0.5,16,0.985,0.99,0.98,0.9801980198019802,0.9850746268656716,0.999525,0.9995426168760831,196,4,2,198
qsvc,0.5,17,0.99,0.995,0.985,0.9851485148514851,0.9900497512437811,0.99985,0.9998518351561729,197,3,1,199
qsvc,0.5,18,0.9875,1.0,0.975,0.975609756097561,0.9876543209876543,0.999625,0.9996268471985481,195,5,0,200
qsvc,0.5,19,0.9875,0.985,0.99,0.9899497487437185,0.9874686716791979,0.9994249999999999,0.9994487430618327,198,2,3,197
qsvc,0.5,20,0.99,0.985,0.995,0.9949494949494949,0.9899497487437185,0.999325,0.9993505842814343,199,1,3,197
qsvc,0.5,21,0.9775,0.98,0.975,0.9751243781094527,0.9775561097256857,0.998825,0.998852780075327,195,5,4,196
qsvc,0.5,22,0.9825,0.98,0.985,0.9849246231155779,0.9824561403508771,0.9989750000000002,0.9990124565446009,197,3,4,196
qsvc,0.5,23,0.9775,0.99,0.965,0.9658536585365853,0.9777777777777777,0.998775,0.9988716196055657,193,7,2,198
qsvc,0.5,24,0.99,1.0,0.98,0.9803921568627451,0.9900990099009901,0.9998,0.9998004925494425,196,4,0,200
qsvc,0.5,25,0.97,0.975,0.965,0.9653465346534653,0.9701492537313433,0.9985,0.9985530602253725,193,7,5,195
qsvc,0.5,26,0.985,0.99,0.98,0.9801980198019802,0.9850746268656716,0.9989,0.99901311244943,196,4,2,198
qsvc,0.5,27,0.9725,0.98,0.965,0.9655172413793104,0.9727047146401985,0.998275,0.9983582259022117,193,7,4,196
qsvc,0.5,28,0.985,0.975,0.995,0.9948979591836735,0.9848484848484849,0.9992,0.9992306984873832,199,1,5,195
qsvc,0.5,29,0.99,0.98,1.0,1.0,0.98989898989899,0.9995999999999999,0.9996098907628319,200,0,4,196
qsvc,0.5,30,0.9825,0.995,0.97,0.9707317073170731,0.9827160493827161,0.9997250000000001,0.999731819912431,194,6,1,199
qsvc,0.5,31,0.9825,0.975,0.99,0.9898477157360406,0.982367758186398,0.998675,0.9987324243547342,198,2,5,195
qsvc,0.5,32,0.9825,0.995,0.97,0.9707317073170731,0.9827160493827161,0.999475,0.9994863586117836,194,6,1,199
qsvc,0.5,33,0.9775,0.975,0.98,0.9798994974874372,0.9774436090225563,0.9976749999999999,0.9978758689768018,196,4,5,195
qsvc,0.5,34,0.9775,0.995,0.96,0.961352657004831,0.9778869778869779,0.998925,0.9991072314049587,192,8,1,199
qsvc,0.5,35,0.99,1.0,0.98,0.9803921568627451,0.9900990099009901,0.9999,0.9999019607843138,196,4,0,200
qsvc,0.5,36,0.975,0.99,0.96,0.9611650485436893,0.9753694581280788,0.9988,0.9988297269284685,192,8,2,198
qsvc,0.5,37,0.98,0.985,0.975,0.9752475247524752,0.9800995024875622,0.9993,0.9993212180853602,195,5,3,197
qsvc,0.5,38,0.9725,0.97,0.975,0.9748743718592965,0.9724310776942355,0.9984500000000001,0.9984930360629738,195,5,6,194
qsvc,0.5,39,0.995,0.99,1.0,1.0,0.9949748743718593,0.9997,0.9997121535181237,200,0,2,198
qsvc,0.5,40,0.98,0.98,0.98,0.98,0.98,0.9987749999999999,0.9987881546414832,196,4,4,196
qsvc,0.5,41,0.98,0.98,0.98,0.98,0.98,0.9989999999999999,0.999017456289274,196,4,4,196
qsvc,0.5,42,0.985,0.985,0.985,0.985,0.985,0.9995250000000001,0.9995316879962544,197,3,3,197
qsvc,0.5,43,0.9675,0.98,0.955,0.9560975609756097,0.9679012345679012,0.9975999999999999,0.9977511835145105,191,9,4,196
qsvc,0.5,44,0.97,0.965,0.975,0.9747474747474747,0.9698492462311558,0.99835,0.9984151496937018,195,5,7,193
qsvc,0.5,45,0.985,0.99,0.98,0.9801980198019802,0.9850746268656716,0.9989750000000001,0.9990331377742999,196,4,2,198
qsvc,0.5,46,0.9675,0.975,0.96,0.9605911330049262,0.967741935483871,0.99795,0.9980800994464034,192,8,5,195
qsvc,0.5,47,0.9775,0.995,0.96,0.961352657004831,0.9778869778869779,0.9994750000000001,0.9994944348150145,192,8,1,199
qsvc,0.5,48,0.98,0.98,0.98,0.98,0.98,0.9989750000000001,0.9990284530354517,196,4,4,196
qsvc,0.5,49,0.9875,0.99,0.985,0.9850746268656716,0.9875311720698254,0.9994750000000001,0.9994981160639432,197,3,2,198
qsvc,0.5,50,0.99,0.995,0.985,0.9851485148514851,0.9900497512437811,0.999675,0.9996919811320755,197,3,1,199
qsvc,0.5,51,0.975,0.98,0.97,0.9702970297029703,0.9751243781094527,0.9986499999999999,0.9987097310571991,194,6,4,196
qsvc,0.5,52,0.975,0.985,0.965,0.9656862745098039,0.9752475247524752,0.99885,0.9988907840895908,193,7,3,197
qsvc,0.5,53,0.99,0.995,0.985,0.9851485148514851,0.9900497512437811,0.9996,0.9996033283096324,197,3,1,199
qsvc,0.5,54,0.9825,0.975,0.99,0.9898477157360406,0.982367758186398,0.999175,0.999211748108338,198,2,5,195
qsvc,0.5,55,0.99,0.995,0.985,0.9851485148514851,0.9900497512437811,0.9998,0.9998018509486417,197,3,1,199
qsvc,0.5,56,0.985,0.98,0.99,0.98989898989899,0.9849246231155779,0.9991249999999999,0.9991576545460314,198,2,4,196
qsvc,0.5,57,0.9825,0.975,0.99,0.9898477157360406,0.982367758186398,0.9985999999999999,0.9986717034584988,198,2,5,195
qsvc,0.5,58,0.9675,0.96,0.975,0.9746192893401016,0.9672544080604534,0.9980500000000001,0.9981076373153042,195,5,8,192
qsvc,0.5,59,0.98,0.99,0.97,0.9705882352941176,0.9801980198019802,0.9986750000000001,0.9987125390482463,194,6,2,198
qsvc,0.5,60,0.985,0.975,0.995,0.9948979591836735,0.9848484848484849,0.998825,0.9989097206907779,199,1,5,195
qsvc,0.5,61,0.9875,0.98,0.995,0.9949238578680203,0.9874055415617129,0.9993000000000001,0.9993225663578956,199,1,4,196
