budget,model,assessments,accuracy_mean,accuracy_std,accuracy_ci95_low,accuracy_ci95_high,sensitivity_mean,sensitivity_std,sensitivity_ci95_low,sensitivity_ci95_high,specificity_mean,specificity_std,specificity_ci95_low,specificity_ci95_high,precision_mean,precision_std,precision_ci95_low,precision_ci95_high,f1_mean,f1_std,f1_ci95_low,f1_ci95_high,roc_auc_mean,roc_auc_std,roc_auc_ci95_low,roc_auc_ci95_high,pr_auc_mean,pr_auc_std,pr_auc_ci95_low,pr_auc_ci95_high,fit_seconds_mean
6,classical_rbf_svm,50,0.9934375,0.013049924984145951,0.9897287523550505,0.9971462476449494,0.9975,0.009105391988558552,0.9949122762287957,1.0,0.9866666666666666,0.02847204938833667,0.9785749997609822,0.994758333572351,0.9922862503350308,0.01640334831754087,0.9876244703235846,0.996948030346477,0.9948136713434645,0.01032240210883901,0.99188007712297,0.9977472655639591,0.9999166666666668,0.00041239304942113786,0.999799465858793,1.0,0.9999514953542393,0.0002400774172558396,0.9998832661071797,1.0,0.000676557560509486
6,qsvc,50,0.976875,0.018471572201408215,0.9716254372642975,0.9821245627357026,0.9765000000000001,0.024437550563651426,0.9695549249737925,0.9834450750262078,0.9775,0.03592201492765384,0.9672910763144902,0.9877089236855099,0.9868944304891554,0.020756981020751592,0.9809953617534732,0.9927934992248375,0.9813640576780672,0.014903710773146771,0.9771284699411211,0.9855996454150133,0.9949374999999999,0.00616082211775885,0.9931866137268643,0.9966883862731355,0.9975060130241843,0.0029382827076496884,0.9966709623181128,0.9983410637302558,0.32363311842054826
8,classical_rbf_svm,50,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.172065784643304e-17,1.0,1.0,0.0015990982609218381
8,qsvc,50,0.983125,0.01808999963335251,0.9779838789882823,0.9882661210117177,0.985,0.024743582965269677,0.9779679515275727,0.9920320484724273,0.98,0.03595159254890834,0.9697826704475365,0.9902173295524634,0.9885077477825636,0.020459418016769673,0.9826932455169249,0.9943222500482022,0.9864323686552727,0.01468535514298153,0.9822588369017994,0.9906059004087461,0.9993541666666667,0.001721180125982491,0.9988650126871207,0.9998433206462126,0.999631753510717,0.0009736200878951016,0.9993550537432897,0.9999084532781443,0.5071220082801301
